Order ID,Order Date,Region,Category,Sub-Category,Sales,Profit
ORD-2221,26-12-2024,West,Office Supplies,Binders,237.9,49.51
ORD-2222,14-03-2023,South,Furniture,Tables,39.05,10.14
ORD-2223,15-06-2024,West,Technology,Copiers,1148.37,331.77
ORD-2224,14-07-2023,West,Office Supplies,Paper,571.4,157.04
ORD-2225,25-07-2024,Central,Office Supplies,Binders,134.31,9.52
ORD-2226,15-10-2024,East,Office Supplies,Art,37.41,4.89
ORD-2227,17-04-2023,West,Furniture,Furnishings,221.16,-10.31
ORD-2228,31-05-2024,West,Furniture,Furnishings,160.29,-2.53
ORD-2229,27-12-2023,South,Office Supplies,Storage,103.9,7.81
ORD-2230,16-01-2024,East,Office Supplies,Storage,119.32,7.37
ORD-2231,15-09-2024,West,Office Supplies,Art,281.49,71.97
ORD-2232,17-07-2024,South,Furniture,Furnishings,491.76,56.86
ORD-2233,03-04-2024,South,Furniture,Chairs,165.13,11.73
ORD-2234,19-10-2023,East,Office Supplies,Storage,47.3,3.83
ORD-2235,07-01-2023,West,Furniture,Bookcases,415.44,16.22
ORD-2236,23-01-2023,Central,Technology,Machines,199.39,7.23
ORD-2237,20-07-2024,East,Office Supplies,Paper,168.49,33.4
ORD-2238,07-04-2023,West,Office Supplies,Paper,20.09,0.62
ORD-2239,29-09-2023,East,Office Supplies,Paper,453.75,41.33
ORD-2240,20-09-2023,Central,Furniture,Furnishings,158.63,10.03
ORD-2241,05-08-2024,South,Technology,Machines,283.74,30.51
ORD-2242,09-05-2024,West,Technology,Phones,69.48,18.21
ORD-2243,01-09-2024,Central,Furniture,Furnishings,327.8,48.47
ORD-2244,22-03-2023,Central,Technology,Machines,204.32,22.53
ORD-2245,23-12-2023,South,Office Supplies,Binders,35.9,4.44
ORD-2246,21-08-2023,Central,Technology,Phones,219.71,10.39
ORD-2247,11-10-2024,Central,Office Supplies,Storage,170.87,13.21
ORD-2248,20-06-2024,West,Office Supplies,Paper,113.01,28.02
ORD-2249,01-12-2023,East,Furniture,Chairs,287.58,30.79
ORD-2250,20-11-2024,Central,Office Supplies,Art,135.66,12.3
ORD-2251,01-09-2024,East,Furniture,Furnishings,480.14,-103.72
ORD-2252,24-10-2023,Central,Furniture,Bookcases,186.21,9.45
ORD-2253,26-03-2023,East,Technology,Copiers,120.81,43.84
ORD-2254,26-09-2023,West,Office Supplies,Paper,663.31,17.58
ORD-2255,19-05-2023,East,Furniture,Furnishings,35.96,-2.74
ORD-2256,29-10-2024,East,Office Supplies,Paper,55.8,7.87
ORD-2257,06-09-2023,West,Technology,Machines,1688.81,607.03
ORD-2258,02-12-2024,South,Furniture,Furnishings,340.28,-8.47
ORD-2259,09-03-2024,East,Furniture,Bookcases,380.76,-30.19
ORD-2260,31-08-2024,Central,Technology,Accessories,330.65,93.51
ORD-2261,25-12-2023,East,Technology,Copiers,146.59,28.79
ORD-2262,30-09-2024,West,Furniture,Tables,1151.3,-146.11
ORD-2263,24-07-2023,Central,Furniture,Chairs,27.83,1.28
ORD-2264,26-04-2023,Central,Furniture,Tables,174.25,1.18
ORD-2265,22-10-2023,West,Office Supplies,Binders,160.65,2.58
ORD-2266,09-11-2023,East,Furniture,Tables,374.64,114.07
ORD-2267,04-07-2024,West,Office Supplies,Storage,525.07,65.18
ORD-2268,15-07-2024,East,Technology,Accessories,501.38,109.54
ORD-2269,12-12-2024,Central,Furniture,Chairs,132.67,27.52
ORD-2270,19-09-2023,West,Furniture,Bookcases,426.44,63.62
ORD-2271,24-02-2023,East,Technology,Phones,136.95,18.65
ORD-2272,02-02-2024,Central,Office Supplies,Storage,173.37,-4.64
ORD-2273,21-04-2023,West,Technology,Copiers,968.33,75.25
ORD-2274,25-08-2023,South,Office Supplies,Binders,29.48,3.76
ORD-2275,20-11-2023,East,Office Supplies,Binders,341.47,30.15
ORD-2276,10-07-2023,West,Technology,Phones,1141.05,363.15
ORD-2277,10-02-2023,West,Office Supplies,Storage,665.9,1.1
ORD-2278,16-05-2024,East,Furniture,Bookcases,296.21,21.88
ORD-2279,01-12-2024,East,Office Supplies,Paper,68.53,13.75
ORD-2280,28-05-2024,West,Furniture,Bookcases,194.81,20.28
ORD-2281,01-02-2024,South,Technology,Phones,674.87,135.02
ORD-2282,22-07-2024,South,Furniture,Bookcases,266.83,38.5
ORD-2283,07-02-2024,Central,Furniture,Furnishings,50.19,0.01
ORD-2284,17-06-2024,South,Office Supplies,Paper,167.72,22.64
ORD-2285,03-03-2024,West,Furniture,Bookcases,383.82,53.03
ORD-2286,11-09-2024,West,Office Supplies,Paper,260.5,39.95
ORD-2287,30-10-2024,West,Office Supplies,Paper,376.37,72.1
ORD-2288,22-05-2023,West,Technology,Accessories,310.76,16.75
ORD-2289,16-03-2024,South,Technology,Accessories,626.03,65.87
ORD-2290,02-11-2024,South,Technology,Machines,189.23,11.01
ORD-2291,11-03-2023,East,Technology,Phones,406.57,55.53
ORD-2292,08-07-2023,West,Technology,Phones,1143.89,149.53
ORD-2293,23-11-2023,South,Office Supplies,Art,88.17,13.19
ORD-2294,07-11-2023,East,Technology,Machines,95.61,8.06
ORD-2295,05-06-2023,Central,Furniture,Tables,72.57,3.32
ORD-2296,27-01-2023,Central,Office Supplies,Storage,231.52,16.91
ORD-2297,12-09-2024,East,Furniture,Tables,359.04,-0.62
ORD-2298,25-08-2023,Central,Office Supplies,Art,77.52,11.93
ORD-2299,18-05-2023,East,Office Supplies,Storage,172.08,25.66
ORD-2300,08-07-2023,South,Office Supplies,Paper,418.69,50.54
ORD-2301,17-06-2023,West,Furniture,Chairs,182.33,-6.81
ORD-2302,04-10-2023,South,Furniture,Tables,142.72,12.97
ORD-2303,29-07-2023,West,Technology,Copiers,800.61,207.39
ORD-2304,23-09-2024,East,Office Supplies,Art,266.61,22.9
ORD-2305,10-09-2023,East,Technology,Copiers,529.76,152.16
ORD-2306,17-11-2023,East,Technology,Phones,553.68,90.39
ORD-2307,17-06-2024,West,Office Supplies,Binders,184.25,19.9
ORD-2308,09-09-2023,East,Office Supplies,Binders,118.18,24.11
ORD-2309,25-07-2024,East,Technology,Phones,307.42,99.27
ORD-2310,14-07-2023,West,Office Supplies,Storage,298.61,78.99
ORD-2311,20-10-2023,East,Office Supplies,Binders,348.39,37.58
ORD-2312,07-12-2024,East,Furniture,Furnishings,132.97,11.67
ORD-2313,03-04-2023,Central,Furniture,Tables,363.06,64.22
ORD-2314,07-02-2024,East,Office Supplies,Paper,199.16,33.59
ORD-2315,09-04-2024,East,Technology,Accessories,500.46,88.95
ORD-2316,10-04-2024,West,Office Supplies,Paper,184.19,24.86
ORD-2317,07-05-2023,West,Technology,Machines,143.12,16.65
ORD-2318,29-03-2023,East,Office Supplies,Paper,296.92,18.3
ORD-2319,23-01-2024,East,Furniture,Tables,285.54,15.63
ORD-2320,10-12-2023,East,Office Supplies,Paper,45.69,0.9
ORD-2321,16-06-2023,South,Furniture,Chairs,304.64,9.45
ORD-2322,05-03-2024,West,Technology,Copiers,115.28,23.34
ORD-2323,23-10-2023,East,Furniture,Tables,185.53,6.91
ORD-2324,27-07-2023,West,Technology,Phones,117.16,43.89
ORD-2325,14-04-2024,East,Office Supplies,Binders,94.33,15.72
ORD-2326,14-09-2024,South,Furniture,Furnishings,68.18,18.36
ORD-2327,09-04-2024,East,Furniture,Chairs,375.87,-18.56
ORD-2328,08-09-2023,South,Furniture,Tables,284.35,-42.84
ORD-2329,20-02-2023,West,Furniture,Bookcases,408.44,14.44
ORD-2330,07-02-2023,West,Furniture,Bookcases,67.89,0.07
ORD-2331,06-12-2023,South,Furniture,Furnishings,88.41,9.95
ORD-2332,02-07-2023,West,Furniture,Tables,427.97,6.59
ORD-2333,11-04-2024,Central,Office Supplies,Binders,52.52,5.54
ORD-2334,06-04-2023,Central,Office Supplies,Art,41.32,0.03
ORD-2335,11-03-2023,Central,Technology,Phones,133.26,31.04
ORD-2336,27-10-2023,East,Furniture,Bookcases,196.38,-0.87
ORD-2337,04-12-2023,East,Office Supplies,Paper,88.73,-3.33
ORD-2338,18-09-2024,West,Office Supplies,Binders,583.17,71.29
ORD-2339,10-05-2024,Central,Office Supplies,Storage,147.21,17.4
ORD-2340,13-03-2024,East,Office Supplies,Storage,184.38,-1.85
ORD-2341,13-05-2023,East,Office Supplies,Art,68.39,15.34
ORD-2342,19-05-2024,Central,Technology,Accessories,59.02,8.75
ORD-2343,26-12-2024,West,Furniture,Chairs,462.96,-4.49
ORD-2344,25-01-2023,East,Technology,Accessories,109.81,13.29
ORD-2345,22-09-2024,South,Office Supplies,Storage,20.92,3.3
ORD-2346,25-12-2023,East,Office Supplies,Binders,283.75,27.21
ORD-2347,17-10-2024,West,Furniture,Chairs,28.89,1.15
ORD-2348,12-11-2023,West,Office Supplies,Binders,71.46,2.52
ORD-2349,27-04-2023,Central,Office Supplies,Binders,166.91,12.68
ORD-2350,29-06-2023,West,Technology,Copiers,146.54,33.99
ORD-2351,30-04-2024,Central,Office Supplies,Art,137.71,30.88
ORD-2352,09-06-2023,East,Technology,Machines,232.26,51.57
ORD-2353,18-04-2024,Central,Office Supplies,Binders,121.66,11.43
ORD-2354,17-06-2024,West,Technology,Machines,183.86,20.39
ORD-2355,22-07-2024,East,Furniture,Bookcases,61.44,-8.73
ORD-2356,29-12-2023,West,Furniture,Chairs,336.69,-18.24
ORD-2357,14-12-2023,South,Office Supplies,Paper,117.17,-4.39
ORD-2358,07-08-2024,East,Furniture,Chairs,360.69,74.32
ORD-2359,12-11-2023,Central,Office Supplies,Binders,59.87,7.65
ORD-2360,06-10-2023,East,Office Supplies,Paper,104.31,11.73
ORD-2361,16-01-2024,East,Technology,Accessories,201.55,37.82
ORD-2362,21-06-2024,West,Furniture,Chairs,352.16,11.94
ORD-2363,26-07-2023,South,Office Supplies,Binders,83.96,11.88
ORD-2364,09-05-2024,South,Furniture,Bookcases,361.91,-6.46
ORD-2365,10-05-2024,Central,Office Supplies,Storage,43.85,6.97
ORD-2366,27-05-2023,Central,Furniture,Tables,202.65,31.09
ORD-2367,30-07-2023,Central,Office Supplies,Binders,103.9,8.08
ORD-2368,05-01-2023,West,Furniture,Chairs,68.43,14.26
ORD-2369,08-12-2023,East,Furniture,Bookcases,469.02,44.83
ORD-2370,24-01-2023,East,Office Supplies,Paper,125.18,11.64
ORD-2371,25-11-2023,West,Furniture,Bookcases,456.75,-52.35
ORD-2372,27-03-2024,Central,Furniture,Tables,72.91,15.94
ORD-2373,08-10-2023,West,Technology,Phones,273.42,15.5
ORD-2374,31-07-2023,East,Office Supplies,Storage,120.35,22.15
ORD-2375,25-05-2023,South,Technology,Accessories,151.06,27.93
ORD-2376,25-06-2023,West,Office Supplies,Storage,108.29,1.01
ORD-2377,07-07-2024,East,Furniture,Furnishings,149.69,-6.69
ORD-2378,22-11-2024,West,Office Supplies,Binders,71.11,8.27
ORD-2379,12-03-2024,East,Technology,Copiers,338.8,123.78
ORD-2380,23-09-2024,East,Office Supplies,Paper,403.56,126.37
ORD-2381,31-12-2024,Central,Technology,Phones,116.36,6.09
ORD-2382,21-04-2024,East,Furniture,Furnishings,277.51,9.35
ORD-2383,10-04-2023,East,Office Supplies,Art,288.87,40.28
ORD-2384,26-04-2024,West,Furniture,Bookcases,200.41,-30.14
ORD-2385,08-01-2024,East,Office Supplies,Storage,191.26,25.64
ORD-2386,29-11-2023,East,Furniture,Furnishings,262.22,9.91
ORD-2387,26-04-2023,East,Office Supplies,Paper,136.94,24.02
ORD-2388,17-10-2023,Central,Office Supplies,Paper,180.22,38.22
ORD-2389,04-06-2024,West,Technology,Phones,259.31,88.0
ORD-2390,30-11-2023,East,Furniture,Bookcases,343.31,3.46
ORD-2391,29-06-2024,East,Office Supplies,Paper,314.24,79.67
ORD-2392,27-09-2024,West,Furniture,Furnishings,175.51,-6.85
ORD-2393,29-01-2024,West,Furniture,Furnishings,546.45,65.74
ORD-2394,21-03-2024,East,Office Supplies,Paper,85.3,5.77
ORD-2395,27-06-2023,Central,Furniture,Furnishings,76.8,-9.97
ORD-2396,28-04-2023,East,Office Supplies,Binders,144.4,7.11
ORD-2397,31-03-2024,West,Technology,Phones,937.36,208.49
ORD-2398,04-09-2024,West,Technology,Copiers,204.14,37.84
ORD-2399,02-12-2023,East,Office Supplies,Binders,290.64,45.63
ORD-2400,11-08-2023,Central,Technology,Phones,293.93,37.6
ORD-2401,31-05-2023,Central,Office Supplies,Storage,217.78,39.39
ORD-2402,04-02-2024,East,Office Supplies,Paper,25.17,4.76
ORD-2403,28-11-2024,South,Furniture,Bookcases,120.23,-5.13
ORD-2404,21-03-2024,Central,Technology,Phones,45.38,15.91
ORD-2405,19-08-2024,West,Technology,Copiers,355.96,103.71
ORD-2406,11-05-2023,South,Furniture,Chairs,168.49,5.51
ORD-2407,01-01-2023,Central,Technology,Machines,171.2,12.34
ORD-2408,23-04-2023,South,Technology,Accessories,249.56,95.78
ORD-2409,18-03-2024,Central,Office Supplies,Storage,76.49,5.44
ORD-2410,29-12-2024,East,Office Supplies,Paper,237.37,-7.15
ORD-2411,09-11-2024,West,Furniture,Furnishings,133.19,36.87
ORD-2412,04-01-2024,South,Furniture,Tables,198.59,13.98
ORD-2413,18-05-2023,West,Office Supplies,Paper,107.91,16.08
ORD-2414,13-05-2024,Central,Technology,Accessories,877.28,285.35
ORD-2415,28-03-2023,West,Technology,Copiers,225.21,20.22
ORD-2416,13-12-2024,East,Office Supplies,Paper,163.43,21.23
ORD-2417,10-04-2024,East,Office Supplies,Art,228.15,8.22
ORD-2418,29-01-2024,East,Furniture,Chairs,176.04,61.65
ORD-2419,14-08-2024,East,Technology,Machines,321.47,-2.64
ORD-2420,25-02-2024,South,Office Supplies,Binders,75.92,12.19
ORD-2421,08-02-2023,East,Technology,Phones,857.91,105.13
ORD-2422,17-08-2024,East,Office Supplies,Paper,210.36,-3.4
ORD-2423,23-06-2024,South,Technology,Machines,24.42,4.95
ORD-2424,21-04-2024,East,Office Supplies,Binders,151.22,11.54
ORD-2425,09-09-2023,East,Technology,Phones,743.7,175.56
ORD-2426,01-12-2024,Central,Technology,Machines,1176.22,279.6
ORD-2427,19-09-2024,West,Office Supplies,Binders,11.01,0.77
ORD-2428,25-04-2024,East,Technology,Machines,152.18,21.15
ORD-2429,07-03-2024,East,Technology,Machines,118.59,26.07
ORD-2430,24-10-2023,West,Office Supplies,Storage,372.71,38.39
ORD-2431,31-07-2024,West,Office Supplies,Paper,186.44,21.06
ORD-2432,09-08-2024,West,Technology,Phones,1374.29,528.26
ORD-2433,21-10-2023,East,Furniture,Chairs,123.47,1.46
ORD-2434,12-10-2023,West,Office Supplies,Storage,204.02,19.15
ORD-2435,21-09-2023,West,Furniture,Tables,1032.32,150.98
ORD-2436,28-08-2024,Central,Office Supplies,Storage,67.24,19.63
ORD-2437,29-06-2023,West,Technology,Copiers,158.04,46.73
ORD-2438,05-07-2023,Central,Technology,Machines,377.93,74.44
ORD-2439,28-03-2023,South,Office Supplies,Paper,25.39,3.66
ORD-2440,22-05-2024,Central,Office Supplies,Art,138.82,29.37
ORD-2441,01-09-2023,Central,Technology,Accessories,195.92,46.89
ORD-2442,04-08-2023,East,Technology,Phones,319.79,46.69
ORD-2443,19-10-2024,West,Technology,Phones,129.62,28.6
ORD-2444,21-06-2023,East,Office Supplies,Art,104.51,24.47
ORD-2445,29-06-2024,West,Office Supplies,Art,289.23,41.17
ORD-2446,30-04-2024,West,Office Supplies,Art,128.8,7.55
ORD-2447,13-01-2023,West,Technology,Copiers,350.12,80.43
ORD-2448,25-11-2024,West,Office Supplies,Binders,81.94,6.06
ORD-2449,10-04-2023,South,Office Supplies,Art,27.87,3.02
ORD-2450,17-09-2024,South,Technology,Machines,186.62,32.74
